1,56.11,49.82
2,55.82,41.5
3,54.66,50.97
4,57.46,41.56
5,55.54,52.98
6,54.94,56.41
7,55.42,54.78
8,56.73,48.19
9,54.74,48.52
10,56.2,58.44
11,57.57,54.29
12,57.63,59.53
13,58.19,48.38
14,58.7,56.9
15,57.18,49.35
16,58.87,43.78
17,56.08,53.63
18,55.64,55.1
19,56.07,55.96
20,58.02,46.75
21,58.13,59.48
22,59.0,46.88
23,55.95,41.69
24,59.1,58.62
25,55.92,41.51
26,57.1,52.28
27,58.67,49.91
28,57.2,56.42
29,58.75,57.01
30,56.64,48.74
31,57.01,54.05
32,58.85,41.09
33,59.77,40.02
34,57.27,55.9
35,56.49,54.54
36,56.49,57.19
37,58.44,46.74
38,58.06,43.81
39,57.1,50.03
40,60.62,54.47
41,57.17,52.82
42,58.05,58.54
43,59.63,42.98
44,58.07,55.36
45,59.26,43.0
46,58.92,55.79
47,57.61,58.22
48,59.48,42.42
49,59.32,59.11
50,59.87,44.91
51,58.69,40.76
52,57.89,45.33
53,58.09,47.49
54,58.66,47.57
55,61.23,48.92
56,58.55,51.68
57,60.34,54.82
58,58.21,48.78
59,58.52,52.04
60,59.5,59.8
61,61.83,58.66
62,59.44,42.7
63,59.74,54.59
64,58.6,56.8
65,59.99,40.76
66,59.25,55.2
67,60.63,56.16
68,60.4,59.41
69,62.12,44.36
70,59.53,47.2
71,59.24,48.35
72,61.13,43.25
73,62.22,47.6
74,61.97,48.18
75,60.55,40.45
76,62.98,42.96
77,62.81,40.6
78,61.26,42.36
79,60.37,55.1
80,60.04,44.97
81,60.2,58.48
82,59.83,54.18
83,61.48,47.19
84,63.63,44.66
85,61.14,49.95
86,61.42,55.63
87,62.02,59.19
88,63.26,45.47
89,60.12,57.19
90,61.38,50.05
91,63.95,58.92
92,62.65,55.67
93,64.36,44.39
94,63.58,47.14
95,62.0,50.6
96,64.56,58.2
97,64.15,52.5
98,62.22,54.65
99,61.67,55.05
100,63.24,40.49
101,64.12,48.85
102,62.17,49.85
103,64.56,40.94
104,63.31,55.34
105,61.72,43.31
106,61.29,48.46
107,62.86,48.83
108,63.76,41.72
109,64.72,49.82
110,64.84,50.74
111,64.33,40.2
112,64.36,44.71
113,64.46,49.12
114,65.11,54.28
115,62.25,55.22
116,63.08,48.27
117,64.39,58.53
118,65.17,46.18
119,64.78,51.94
120,64.47,55.41
121,63.77,54.24
122,65.79,47.17
123,65.4,52.77
124,66.45,57.24
125,65.32,53.34
126,65.62,52.5
127,65.35,40.03
128,64.49,57.72
129,66.37,55.2
130,65.07,42.91
131,63.39,50.09
132,64.78,49.82
133,66.81,59.88
134,64.93,46.84
135,65.07,46.74
136,64.51,46.61
137,67.04,40.75
138,66.35,47.19
139,65.52,45.86
140,63.92,48.09
141,65.87,41.67
142,66.71,54.38
143,65.8,43.39
144,67.35,48.07
145,64.58,52.94
146,64.64,54.45
147,68.09,56.07
148,64.94,50.36
149,65.61,52.43
150,65.57,50.86
151,67.53,55.39
152,66.77,59.98
153,67.27,51.19
154,64.93,40.89
155,66.81,43.9
156,67.19,51.54
157,67.09,45.13
158,66.96,50.78
159,66.95,44.0
160,65.31,49.05
161,68.34,46.08
162,66.56,57.35
163,66.82,55.54
164,68.37,40.2
165,66.63,41.62
166,67.75,54.37
167,69.45,48.22
168,67.2,53.96
169,67.12,54.66
170,66.08,58.6
171,68.73,47.75
172,68.54,41.1
173,68.61,46.49
174,69.6,40.2
175,69.71,43.48
176,67.47,54.38
177,68.68,47.5
178,69.5,56.4
179,69.14,41.38
180,67.93,57.58
181,66.68,55.42
182,68.22,41.41
183,69.64,58.76
184,70.56,51.38
185,68.36,49.3
186,68.23,49.32
187,67.72,54.83
188,69.2,59.73
189,70.18,51.3
190,70.16,43.09
191,67.85,55.55
192,69.34,52.17
193,68.66,56.67
194,70.45,43.99
195,70.44,53.38
196,69.28,54.45
197,70.17,55.45
198,69.26,54.52
199,71.71,51.09
200,68.56,41.94
201,70.92,46.8
202,70.76,54.68
203,71.76,59.54
204,71.71,47.28
205,68.87,46.97
206,68.36,58.93
207,68.67,40.82
208,70.81,41.97
209,69.05,45.52
210,69.44,50.08
211,70.0,56.76
212,71.38,54.09
213,70.28,48.78
214,69.29,40.65
215,70.61,47.74
216,70.68,40.44
217,70.59,50.2
218,70.16,41.99
219,70.53,42.22
220,70.49,42.01
221,70.76,52.0
222,69.57,45.14
223,69.94,47.5
224,71.06,49.24
225,69.76,59.86
226,71.06,47.6
227,71.87,42.57
228,70.07,46.32
229,71.38,46.2
230,69.99,41.07
231,70.12,49.79
232,70.25,45.22
233,71.37,58.63
234,70.81,55.61
235,73.38,40.86
236,71.76,53.18
237,74.01,59.69
238,70.63,56.16
239,73.19,56.5
240,73.94,59.82
241,72.21,49.33
242,73.86,41.25
243,72.02,47.88
244,72.55,51.61
245,72.72,46.22
246,72.21,58.14
247,75.02,53.4
248,71.83,58.77
249,72.96,56.94
250,71.8,54.42
251,72.93,59.8
252,75.36,54.85
253,73.93,46.14
254,72.18,42.24
255,72.24,58.97
256,72.25,47.09
257,75.35,57.83
258,73.5,55.43
259,74.55,41.4
260,73.21,42.05
261,75.32,44.02
262,72.8,58.16
263,72.39,42.95
264,75.5,48.44
265,75.43,42.67
266,76.25,43.3
267,74.89,55.72
268,76.27,49.29
269,75.05,57.01
270,73.93,43.35
271,74.09,40.42
272,76.7,46.14
273,73.27,55.64
274,75.61,54.15
275,73.48,57.78
276,74.55,44.41
277,74.78,44.18
278,75.55,45.18
279,73.94,43.35
280,74.39,47.51
281,75.78,44.7
282,77.19,48.79
283,75.89,41.11
284,77.04,56.2
285,75.34,54.21
286,77.19,42.85
287,74.06,59.45
288,77.4,46.98
289,76.49,49.05
290,77.16,49.84
291,76.61,54.77
292,74.38,49.42
293,74.29,49.19
294,76.56,49.92
295,77.28,41.03
296,77.52,52.92
297,76.14,46.0
298,75.28,54.68
299,76.39,54.55
300,75.1,47.44
301,76.39,49.57
302,75.89,49.58
303,75.02,57.44
304,76.41,54.75
305,77.04,46.09
306,75.81,55.69
307,78.67,50.11
308,77.96,55.11
309,76.06,44.16
310,77.8,54.83
311,78.68,45.83
312,78.41,54.19
313,77.47,44.31
314,75.76,45.41
315,77.67,47.42
316,79.34,46.82
317,76.47,56.45
318,79.86,51.15
319,77.61,56.47
320,78.83,55.25
321,77.67,41.15
322,79.96,41.01
323,78.65,51.52
324,79.59,43.66
325,79.46,56.24
326,78.93,59.5
327,79.28,47.52
328,79.12,58.88
329,79.96,59.81
330,80.73,48.14
331,80.28,58.54
332,77.13,58.46
333,79.61,44.61
334,80.53,56.05
335,80.51,41.97
336,78.77,55.91
337,81.2,42.27
338,79.92,59.47
339,81.21,45.24
340,80.46,43.11
341,81.42,57.14
342,81.26,53.14
343,79.07,58.74
344,78.74,52.43
345,81.27,42.21
346,78.67,49.44
347,78.32,50.94
348,79.43,58.19
349,81.95,58.19
350,79.23,46.76
351,79.28,53.95
352,80.26,58.33
353,79.76,44.93
354,79.51,47.29
355,80.38,40.91
356,81.16,42.61
357,81.77,56.42
358,79.38,44.51
359,80.42,41.5
360,81.75,49.62
361,82.02,59.49
362,80.06,44.98
363,79.56,49.98
364,82.8,50.25
365,82.92,43.17
366,81.62,41.66
367,83.25,50.6
368,81.34,41.09
369,80.35,43.02
370,80.79,47.6
371,82.77,59.93
372,81.57,41.06
373,80.69,53.56
374,80.89,40.61
375,82.93,57.3
376,82.42,49.91
377,83.17,50.46
378,81.27,51.48
379,81.9,60.0
380,83.37,49.38
381,82.05,44.81
382,82.93,50.31
383,84.03,44.71
384,84.14,46.4
385,81.93,49.29
386,84.24,56.19
387,82.31,46.51
388,84.56,58.33
389,81.88,42.72
390,81.74,58.48
391,82.32,54.96
392,83.7,42.98
393,83.86,53.13
394,83.82,43.32
395,84.83,40.88
396,83.62,42.62
397,81.95,48.13
398,84.6,45.59
399,85.44,46.87
400,82.29,53.16
401,82.57,52.73
402,84.8,40.9
403,82.59,55.3
404,85.23,51.91
405,84.35,58.19
406,85.63,52.19
407,82.9,54.96
408,83.3,53.39
409,86.1,57.6
410,86.0,47.12
411,85.79,46.33
412,83.15,49.55
413,84.84,40.13
414,85.21,41.74
415,83.39,45.9
416,84.29,48.54
417,84.74,42.28
418,85.92,48.71
419,86.05,45.48
420,83.52,41.76
421,83.49,43.27
422,84.38,43.23
423,86.73,55.21
424,83.85,46.9
425,83.47,43.34
426,83.94,58.42
427,84.64,59.41
428,84.94,42.39
429,87.05,49.49
430,85.33,42.88
431,84.68,42.3
432,85.35,59.98
433,84.66,46.63
434,87.09,59.84
435,87.24,42.9
436,85.28,45.27
437,85.84,54.7
438,87.02,49.86
439,86.19,49.95
440,88.37,46.05
441,86.12,40.33
442,88.47,46.03
443,85.38,41.43
444,86.33,47.63
445,87.55,44.6
446,85.28,50.31
447,87.18,50.19
448,88.35,44.6
449,89.01,54.29
450,88.76,58.38
451,88.56,43.47
452,88.04,45.99
453,86.06,53.49
454,88.67,41.98
455,88.73,49.91
456,88.39,42.0
457,89.03,56.56
458,86.41,41.69
459,89.74,48.53
460,88.73,58.31
461,89.26,49.25
462,88.12,56.44
463,86.85,54.64
464,89.74,40.35
465,88.15,49.65
466,88.16,46.38
467,86.66,51.0
468,88.0,44.88
469,88.23,45.79
470,87.48,56.26
471,89.04,44.1
472,87.87,41.38
473,89.49,44.18
474,89.52,42.54
475,89.36,43.02
476,87.94,51.95
477,90.72,43.32
478,90.17,40.52
479,88.06,42.41
480,88.94,44.23
481,91.01,54.07
482,89.31,52.12
483,88.22,46.97
484,88.53,48.49
485,90.34,49.06
486,90.15,56.79
487,89.18,45.61
488,89.51,43.95
489,87.89,52.49
490,91.74,53.03
491,89.57,42.48
492,90.76,45.41
493,88.16,54.44
494,91.82,43.87
495,89.48,56.75
496,92.23,46.77
497,91.71,44.89
498,89.36,56.45
499,90.77,56.15
500,88.89,56.61
501,91.81,42.77
502,91.59,40.34
503,90.76,48.57
504,90.13,41.85
505,91.39,42.99
506,89.71,55.64
507,92.57,55.48
508,92.92,56.61
509,92.14,45.72
510,91.14,56.82
511,93.2,55.87
512,89.77,59.84
513,90.59,50.6
514,90.91,57.83
515,91.62,50.05
516,90.35,41.52
517,90.52,46.85
518,90.25,48.79
519,91.37,58.16
520,90.51,47.59
521,90.25,48.32
522,90.81,57.94
523,90.81,40.83
524,94.05,54.36
525,91.5,41.97
526,92.15,40.31
527,94.16,55.38
528,91.57,46.37
529,94.0,53.9
530,93.27,46.89
531,90.88,45.2
532,94.85,59.78
533,94.01,45.81
534,92.45,53.68
535,94.75,43.07
536,91.86,46.45
537,94.41,40.72
538,94.93,53.95
539,92.33,57.77
540,93.09,53.76
541,92.97,50.03
542,94.62,51.21
543,94.47,48.99
544,92.68,56.27
545,94.5,46.97
546,95.6,46.79
547,92.41,51.54
548,93.59,40.16
549,95.33,46.66
550,94.17,58.42
551,94.54,41.78
552,93.44,54.3
553,93.45,45.52
554,93.49,49.09
555,93.8,42.7
556,92.89,45.56
557,93.82,50.93
558,92.7,58.22
559,95.14,42.06
560,95.43,58.51
561,95.02,42.82
562,96.92,59.07
563,96.39,47.23
564,96.79,55.84
565,96.21,40.87
566,96.86,59.44
567,96.04,49.7
568,96.1,46.94
569,94.55,59.04
570,95.79,43.52
571,94.08,54.04
572,96.86,45.18
573,94.96,52.75
574,97.64,52.83
575,94.64,56.99
576,96.86,45.39
577,95.81,46.08
578,96.56,46.9
579,96.48,49.54
580,96.33,52.12
581,95.18,56.57
582,97.14,52.75
583,97.82,59.88
584,94.68,40.17
585,97.81,40.34
586,96.28,58.06
587,95.42,49.09
588,96.22,48.6
589,98.47,58.43
590,97.65,44.23
591,97.81,43.97
592,96.36,56.92
593,95.38,59.82
594,97.16,49.34
595,97.43,58.37
596,96.7,50.37
597,97.62,51.04
598,98.04,59.74
599,97.73,41.7
600,96.97,45.0
601,96.4,41.15
602,96.34,43.5
603,96.06,42.16
604,96.63,58.13
605,97.27,56.86
606,97.78,48.43
607,96.52,56.05
608,98.5,40.33
609,98.12,44.69
610,99.59,51.26
611,97.96,56.44
612,97.6,52.65
613,96.79,49.06
614,97.9,56.12
615,100.19,52.67
616,99.07,57.93
617,96.85,59.85
618,99.81,43.48
619,97.53,41.17
620,97.59,53.74
621,99.32,59.9
622,100.75,58.72
623,99.83,50.25
624,100.5,57.27
625,99.61,54.07
626,99.51,49.4
627,100.99,48.42
628,100.32,48.36
629,100.36,41.18
630,99.75,46.99
631,100.76,54.38
632,99.74,56.92
633,99.09,50.46
634,101.46,57.93
635,101.65,58.38
636,99.3,42.73
637,99.31,41.95
638,101.38,41.13
639,99.37,56.88
640,98.86,42.93
641,101.56,45.49
642,100.78,48.19
643,99.19,52.28
644,102.51,44.45
645,100.77,54.56
646,101.07,44.82
647,100.45,46.07
648,102.01,53.12
649,100.31,49.41
650,99.93,47.33
651,101.44,46.63
652,102.64,48.36
653,99.63,54.25
654,102.29,45.41
655,103.02,49.57
656,100.93,45.26
657,100.44,40.12
658,101.25,48.93
659,102.49,44.46
660,101.54,56.14
661,100.14,43.48
662,103.67,43.03
663,101.01,42.77
664,101.86,58.61
665,102.46,56.62
666,100.25,42.6
667,100.99,45.91
668,102.45,40.25
669,101.23,42.2
670,101.65,48.48
671,101.75,49.63
672,101.27,46.82
673,104.23,59.92
674,103.07,42.77
675,102.23,42.51
676,104.07,45.65
677,104.86,50.39
678,102.39,48.38
679,102.52,49.17
680,102.76,44.61
681,103.79,42.7
682,101.75,44.29
683,102.22,54.06
684,102.36,58.34
685,103.13,50.5
686,103.14,59.54
687,103.94,50.54
688,102.17,51.21
689,105.69,55.76
690,102.38,49.11
691,103.96,56.08
692,104.79,41.87
693,104.22,41.15
694,104.28,41.06
695,104.28,56.76
696,105.44,52.04
697,103.9,45.72
698,105.65,40.18
699,105.39,52.0
700,105.81,49.89
701,103.7,54.78
702,105.1,43.54
703,104.19,41.87
704,105.36,41.24
705,103.05,59.27
706,106.57,44.64
707,103.79,47.56
708,103.43,49.47
709,103.72,45.59
710,105.96,41.61
711,106.9,54.35
712,104.77,53.95
713,106.27,44.83
714,105.15,59.67
715,107.34,54.68
716,104.35,47.61
717,107.44,40.2
718,105.03,45.93
719,106.93,51.86
720,105.43,50.36
721,104.02,49.49
722,104.62,56.96
723,107.18,50.38
724,106.77,52.75
725,106.79,55.06
726,106.49,54.21
727,104.26,55.97
728,105.38,44.65
729,105.32,40.15
730,106.78,58.02
731,106.7,55.13
732,103.43,44.83
733,103.25,58.95
734,103.61,55.38
735,105.67,52.3
736,105.27,46.97
737,103.42,56.45
738,103.67,51.38
739,106.17,52.46
740,105.76,48.31
741,103.51,47.1
742,102.79,59.77
743,102.76,53.24
744,105.89,57.59
745,106.05,51.61
746,105.82,43.34
747,104.5,40.78
748,103.49,49.44
749,102.77,46.7
750,104.14,48.68
751,102.82,54.46
752,102.51,50.39
753,102.09,43.05
754,105.31,58.66
755,103.02,41.84
756,101.92,43.63
757,104.39,47.75
758,102.72,51.71
759,101.83,56.51
760,103.51,41.45
761,102.71,48.81
762,103.03,40.83
763,103.08,51.09
764,101.44,45.57
765,103.11,46.5
766,104.39,40.56
767,103.07,42.56
768,100.66,52.5
769,101.16,43.01
770,101.53,51.2
771,101.0,44.69
772,100.9,47.24
773,100.64,51.64
774,103.1,54.86
775,103.37,55.9
776,100.72,43.59
777,100.91,56.91
778,102.14,52.35
779,103.1,53.94
780,102.7,44.25
781,102.41,57.31
782,101.24,52.01
783,103.43,47.13
784,101.25,51.52
785,103.16,59.59
786,102.83,57.62
787,101.0,40.87
788,99.76,51.61
789,99.36,53.81
790,101.92,57.73
791,102.85,55.57
792,99.31,54.95
793,99.48,41.37
794,102.76,49.38
795,99.51,43.14
796,100.27,40.98
797,102.53,57.61
798,98.57,58.93
799,100.05,41.26
800,99.8,58.86
801,99.46,47.69
802,100.37,51.22
803,100.29,44.56
804,98.52,54.35
805,100.91,40.71
806,101.42,41.63
807,99.08,46.03
808,101.63,50.53
809,100.77,42.26
810,99.81,54.57
811,99.81,45.73
812,101.53,44.61
813,100.55,59.82
814,99.74,43.49
815,100.34,51.71
816,99.82,46.33
817,98.85,57.18
818,100.7,40.31
819,97.71,50.24
820,100.91,58.02
821,100.14,54.38
822,97.45,47.77
823,98.7,56.2
824,98.36,41.9
825,100.45,47.15
826,97.13,51.49
827,99.68,53.75
828,96.6,44.97
829,96.54,57.38
830,99.47,54.82
831,99.97,50.27
832,99.56,42.09
833,99.42,48.15
834,97.37,57.1
835,97.63,41.07
836,96.16,56.04
837,96.95,48.6
838,97.69,53.8
839,99.37,56.24
840,97.53,50.53
841,95.82,51.69
842,95.93,40.79
843,97.66,53.37
844,99.17,57.6
845,96.27,45.58
